End_Lat,End_Lng
39.05753,-84.54183
39.280307,-80.280756
38.36387,-81.73867
40.0122,-82.90727
41.53898,-81.63629
41.16093,-81.46962
39.517216,-82.025802
39.52352,-82.02361
40.325909,-83.071612
41.75381,-85.43421
39.14305,-84.48184
39.82115,-85.77004
41.12877,-81.65219
40.11036,-83.15869
40.121827,-83.151367
41.57615,-81.55346
40.11036,-83.15869
40.121616,-83.151314
41.04453,-81.69229
41.40753,-81.63808
39.26678,-84.35626
39.28615,-84.56214
39.94817,-82.21895
39.1765,-84.48757
39.1737,-84.49092
39.94817,-82.21895
39.94817,-82.21895
41.68548,-83.5675
41.66683,-83.56736
39.26717,-84.34628
41.47865,-81.6931
39.95816,-80.76231
39.98564,-80.73999
41.57785,-81.54899
38.32603,-83.12193
38.25962,-85.76688
38.293235,-85.654685
39.75639,-83.30702
41.53926,-81.63026
39.08809,-84.52274
38.25846,-85.7632
41.55022,-81.60536
39.02297,-84.51624
41.06477,-81.57343
40.49463,-80.01246
41.49153,-81.67114
39.93172,-82.92729
41.42065,-81.81108
41.06477,-81.57343
40.82802,-81.39715
41.41817,-81.81767
41.14226,-85.13611
41.13355,-85.13584
38.870401,-84.624431
41.47954,-81.65531
40.29313,-80.16943
39.14667,-84.45367
41.14589,-81.47551
39.14981,-84.44584
39.81978,-84.18983
39.83889,-84.18975
41.47023,-81.74188
39.17376,-84.47992
39.10234,-84.498
41.49922,-81.67178
39.12338,-84.53557
41.47865,-81.6931
39.97672,-83.12431
39.85816,-84.27955
39.25235,-84.36476
38.31682,-85.57698
39.24591,-84.36599
39.29429,-84.36989
39.13454,-84.53289
41.46101,-81.49124
39.29367,-84.31562
39.26717,-84.34628
38.20732,-85.75066
40.26907,-82.92694
41.47957,-81.66823
39.08887,-84.52271
41.6882,-83.64064
40.04638,-82.99752
39.86554,-84.06065
38.418107,-82.286279
41.47414,-81.699832
41.47418,-81.695816
40.10307,-83.12989
40.053618,-80.676385
38.19007,-85.73536
38.26187,-85.73188
39.1765,-84.48757
41.0625,-81.51523
39.27422,-84.44023
39.89923,-82.90135
40.09826,-83.13456
41.33738,-81.81722
40.10717,-82.95766
39.47208,-80.12134
41.46977,-81.74887
38.34128,-81.70406
41.163626,-85.244829
41.160009,-85.232528
39.12338,-84.53557
40.945772,-81.172194
41.704523,-83.9136
41.68591,-83.911307
40.94537,-81.15473
38.84111,-82.98432
38.82445,-82.98299
39.003968,-84.42433
39.97002,-85.35153
39.26867,-81.49909
40.42642,-85.54938
40.27678,-85.55806
38.131965,-81.391741
38.530883,-85.774975
38.358832,-81.717444
38.39614,-81.59262
40.05915,-82.99841
40.02523,-82.9945
41.68965,-83.52904
39.35249,-84.37607
39.114581,-84.532211
39.04827,-83.77199
39.05029,-83.77673
40.05089,-82.90272
39.09841,-84.49
40.43077,-80.02638
41.438119,-85.159694
41.443708,-85.19285
41.47442,-81.71182
39.05964,-84.416682
39.22518,-84.45309
41.096131,-81.499969
41.1215,-81.48673
39.10234,-84.498
41.46786,-81.6927
41.52492,-83.46009
41.52383,-83.46192
41.43592,-81.6825
38.22295,-85.50419
40.82802,-81.39715
38.22293,-85.50793
39.12632,-84.53449
39.09754,-84.52216
39.63103,-84.20713
40.39715,-80.10368
41.55022,-81.60536
41.18225,-84.94276
41.18225,-84.94276
39.09841,-84.52241
39.10209,-84.52396
41.54706,-83.60676
38.45536,-81.49748
41.2363,-83.65434
39.25135,-81.32426
41.351335,-82.261446
41.345031,-82.285379
38.38457,-81.804429
40.41057,-80.005609
39.99881,-83.11846
41.04245,-81.50519
41.68901,-83.5409
39.626237,-83.73105
39.587784,-83.723939
41.06203,-81.504711
41.06247,-81.51023
39.97033,-82.98413
39.94182,-83.01107
41.208579,-82.807829
41.39914,-81.8168
39.2875,-84.40252
39.87203,-82.93335
40.04873,-82.99743
39.97033,-82.98413
41.890234,-85.409642
41.874915,-85.409527
39.93467,-82.7846
40.05188,-83.03257
40.005868,-82.915318
39.88193,-83.04712
40.98436,-81.49002
38.54355,-85.7781
41.08153,-81.50362
38.57822,-85.77896
41.411,-81.66885
38.580444,-85.77866
39.814012,-84.084039
38.30396,-85.88482
39.95664,-83.37415
39.93654,-83.40048
39.17128,-84.40266
40.01676,-83.03354
39.94576,-85.63454
39.97518,-85.63374
40.2777,-85.67459
40.27744,-85.72518
39.173643,-84.478397
41.68395,-83.56978
41.66502,-85.02544
41.68976,-83.666
39.94448,-82.94219
41.48338,-81.66281
41.735607,-84.982292
39.96847,-83.04476
41.96429,-83.35018
41.283091,-83.638885
41.63663,-83.49134
41.471378,-85.839527
41.427584,-85.8495
41.47442,-81.71182
39.18583,-84.48269
41.94497,-80.40208
39.54323,-84.29281
41.438773,-81.803398
39.92986,-82.85977
40.44374,-80.02855
39.976594,-83.129738
39.97672,-83.12431
39.97482,-83.12103
39.97075,-83.11951
39.22375,-84.36332
39.97073,-83.11941
39.73167,-84.2058
41.39914,-81.8168
41.41371,-81.67271
39.22518,-84.45309
40.1119,-83.01663
40.29313,-80.16943
40.29932,-80.16741
41.49243,-81.67554
40.1836,-80.25914
39.97368,-83.0835
39.98511,-85.14406
39.97527,-85.14018
38.29905,-85.7535
39.94143,-83.39224
39.93654,-83.40048
39.12965,-84.49555
41.03075,-81.892714
41.43592,-81.6825
40.67137,-80.22581
40.6664,-80.227514
41.254786,-81.369883
40.402251,-85.842969
40.354252,-85.843032
41.26705,-85.85486
39.97844,-82.97351
39.96392,-81.27197
39.9672,-81.287
41.53542,-83.61733
39.93297,-82.83105
39.07186,-84.51936
39.8552,-84.32836
41.65458,-85.58601
41.65417,-85.70476
41.39413,-81.65326
41.06239,-81.52229
41.09731,-81.49995
41.86726,-85.67069
38.151068,-80.92662
41.5105,-85.57781
41.52447,-85.57791
39.89923,-82.90135
41.198856,-81.481347
38.772052,-80.675246
39.22533,-84.37828
40.777806,-80.125952
38.913672,-80.58208
39.83707,-83.09407
39.87483,-83.05228
39.844826,-83.08717
41.676364,-83.693898
41.12929,-85.16244
39.10293,-84.52453
41.53542,-83.61733
39.09875,-84.52119
39.95423,-82.98879
39.20497,-84.46976
39.955229,-82.984855
40.44126,-80.19314
40.40934,-80.19247
39.1765,-84.48757
39.1765,-84.48757
39.15256,-84.53893
39.77395,-85.14621
41.67571,-83.69385
41.67571,-83.69385
39.28297,-84.36747
41.45406,-83.62244
39.07599,-84.51941
38.268034,-85.750619
40.444502,-80.028606
40.44304,-80.02526
38.30011,-85.84846
40.35449,-80.13836
40.35405,-80.13756
38.30011,-85.84846
41.08513,-83.66004
41.02413,-80.90579
41.02454,-80.92163
39.0885,-84.7939
38.18542,-85.80893
39.27632,-84.86597
39.16335,-84.42969
39.748584,-84.226078
39.47208,-80.12134
41.192833,-80.159467
41.187807,-80.149019
38.241722,-85.621928
38.34374,-81.613217
40.10307,-83.12989
40.08403,-83.13039
38.35382,-83.40553
38.34631,-83.40449
39.04726,-84.45498
38.41443,-81.55113
38.304786,-85.850364
41.64344,-83.54924
38.207196,-85.750405
39.97844,-82.97351
39.18583,-84.48269
41.68792,-83.56427
41.66553,-83.56532
39.22388,-84.36733
38.292205,-85.639708
41.46679,-81.76572
38.20732,-85.75066
39.226316,-84.371097
41.6876,-83.54904
40.15485,-84.22096
41.42234,-81.73869
38.297211,-85.754368
39.17376,-84.47992
38.17393,-84.81367
39.11923,-84.53517
39.25235,-84.36476
41.06174,-81.50089
39.18583,-84.48269
41.06169,-81.506259
39.9871,-82.98557
39.95092,-83.01485
39.16362,-84.50805
39.89552,-83.85418
39.99384,-82.98502
39.50841,-82.97357
40.61824,-80.09567
39.24518,-84.30316
39.11923,-84.53517
41.43861,-81.79903
40.016824,-82.904112
39.10414,-84.50438
41.06228,-81.52877
39.12841,-84.49647
39.097772,-84.515196
41.31438,-81.51325
41.353183,-81.512441
40.13189,-80.132407
40.12589,-80.13661
39.97073,-83.11941
39.44135,-82.56107
39.12338,-84.53557
38.10084,-84.48764
40.08627,-82.90724
39.58444,-85.82301
39.08809,-84.52274
38.25875,-85.74555
38.19365,-85.71099
39.06035,-84.53317
41.42336,-81.64497
39.28543,-84.42344
41.34758,-83.62365
41.06169,-81.506259
41.06174,-81.50089
41.53929,-81.62879
40.05188,-83.03257
41.13613,-81.72196
39.08972,-84.47562
39.95465,-82.8444
39.1765,-84.48757
39.16738,-84.42356
39.00063,-80.38373
39.1737,-84.49092
39.14325,-84.47165
39.28881,-84.37566
40.513361,-81.651599
40.521732,-81.64755
41.53542,-83.61733
38.998635,-80.210198
38.83826,-82.163974
40.27716,-85.43713
40.51968,-80.13239
39.83722,-84.53552
39.02326,-84.48139
38.454276,-81.866824
39.02297,-84.51624
38.22811,-85.7514
39.05985,-84.41724
39.27632,-84.86597
41.47957,-81.66823
39.02326,-84.48139
40.44856,-80.00708
39.10419,-84.28204
41.06004,-81.55676
41.771477,-83.69533
38.01818,-84.1533
38.07887,-83.94584
38.30011,-85.84846
38.95882,-85.84331
41.14181,-80.72016
39.12841,-84.49647
41.0379,-81.5051
38.20942,-85.82739
39.74883,-84.13402
38.28612,-85.51094
39.15273,-84.541401
38.235846,-85.658835
38.2014,-85.69273
40.52035,-83.10043
40.53491,-83.10678
39.12965,-84.49555
38.24374,-85.75246
40.42109,-80.04389
39.74204,-84.20492
39.07186,-84.51936
39.781457,-85.839651
39.781457,-85.839651
41.06341,-81.4506
39.693164,-83.882745
39.688148,-83.88431
39.953417,-83.041638
41.10985,-81.60615
39.797711,-84.189681
39.19777,-85.95871
39.23596,-84.45087
39.73835,-84.25588
39.969828,-85.973112
41.12877,-81.65219
39.12841,-84.49647
41.46192,-83.62201
40.06052,-83.03096
40.045608,-83.296608
40.066965,-83.289888
39.98078,-82.95044
39.981095,-85.110273
39.98248,-85.123922
40.42924,-80.02442
40.43088,-80.02655
39.976433,-83.123183
41.252653,-85.347328
41.34758,-83.62365
41.256658,-85.363439
39.94182,-83.01107
39.12338,-84.53557
40.1402,-82.97126
39.89923,-82.90135
39.12841,-84.49647
40.41885,-80.34667
41.14107,-83.65875
39.94969,-83.03882
41.47585,-81.87981
39.11128,-84.50096
38.340337,-81.684367
40.95712,-85.2944
38.4414,-82.01459
38.44081,-82.12548
38.4414,-82.01459
38.3317,-83.20607
41.19446,-80.197162
40.10887,-83.08686
41.35635,-83.62114
38.15982,-84.67779
38.19016,-85.7616
39.24591,-84.36599
39.141454,-84.016543
39.137217,-84.047183
38.35275,-81.62554
41.92263,-83.36129
40.89417,-84.62447
40.46013,-80.19126
41.119108,-80.697254
41.121551,-80.704452
39.14745,-84.53923
38.27112,-85.80862
41.53542,-83.61733
39.384572,-84.215148
38.4427,-81.48039
41.02507,-81.50741
38.27112,-85.80862
38.12022,-85.78089
38.276899,-85.820368
38.278587,-85.822274
41.39706,-81.94198
39.46784,-80.13192
38.220664,-81.428336
38.221177,-81.42954
39.042853,-84.612617
38.25962,-85.76688
39.07599,-84.51941
41.841123,-84.361652
41.840758,-84.361657
41.63548,-83.54284
40.02874,-81.04368
41.43891,-81.80491
41.08452,-81.5029
38.35473,-81.64931
39.95342,-82.95512
41.70436,-83.50167
40.11206,-83.03187
41.50627,-81.67075
39.99031,-83.02513
41.483475,-81.692181
39.20968,-84.46306
40.06376,-82.99679
39.937,-82.87316
39.20655,-82.48212
39.167788,-82.524172
41.3991,-81.50805
39.961933,-81.175436
39.977322,-81.183327
39.67698,-84.23229
40.01228,-82.99218
38.581196,-82.004356
38.583372,-81.994824
40.10307,-83.12989
41.58484,-83.56458
38.29141,-85.64988
40.10307,-83.12989
39.07599,-84.51941
41.47068,-81.73583
40.8293,-81.39706
40.8293,-81.39706
39.06035,-84.53317
39.06272,-84.65743
39.03371,-84.60359
40.03205,-82.995
39.8714,-84.89547
39.06035,-84.53317
39.03791,-84.60596
41.03755,-81.58442
40.99023,-83.64958
39.94249,-83.50368
39.89475,-83.7256
39.896448,-83.723121
41.47957,-81.66823
39.71767,-84.21632
40.03744,-85.72343
41.15107,-81.21375
41.17516,-81.23117
40.03744,-85.72343
39.99372,-85.8467
40.46013,-80.19126
41.68976,-83.666
39.96738,-83.02442
39.52084,-83.84075
39.83355,-85.99635
39.83355,-85.99635
39.79721,-85.97153
39.79721,-85.97153
39.97501,-83.11651
41.45406,-83.62244
39.894461,-82.995466
39.97825,-83.02147
40.880561,-81.965583
41.424722,-81.531013
39.34107,-84.39895
39.94226,-82.53539
38.354505,-81.731585
38.353957,-81.735131
41.501923,-81.479074
39.86628,-83.99031
38.69455,-85.1604
39.99881,-83.11846
39.91978,-82.93149
39.10414,-84.50438
41.06266,-81.50474
41.63548,-83.54284
39.83208,-83.000447
39.83214,-82.99838
39.82529,-83.03176
39.83209,-82.99884
37.915564,-84.861798
40.54999,-80.11972
39.16181,-84.51402
41.487043,-81.690637
41.25666,-81.63157
39.04577,-84.5741
39.20968,-84.46306
39.89059,-82.88453
39.74876,-84.20146
39.97421,-83.09558
39.07186,-84.51936
39.950594,-83.015729
39.95292,-82.999281
38.70138,-80.66486
39.15314,-84.53904
41.76185,-83.4806
39.99094,-85.92014
39.987258,-83.02388
41.12366,-80.7642
41.688256,-83.546443
41.53929,-81.62879
39.29747,-84.53181
41.204286,-85.704719
39.19615,-84.47335
40.07916,-83.13641
39.143471,-84.47404
41.123329,-80.782678
41.34967,-81.51105
39.864284,-84.228309
40.42061,-80.03929
39.9589,-82.98257
39.915551,-83.853318
39.89542,-83.85796
40.033231,-83.050979
41.40887,-81.6551
38.316435,-80.83362
40.10717,-82.95766
38.22677,-85.63964
41.55022,-81.60536
39.99384,-82.98502
38.31688,-85.58794
38.455335,-85.297894
38.31485,-85.581631
38.455335,-85.297894
39.85809,-82.82798
38.154807,-80.915906
38.1586,-80.90488
39.97672,-83.12431
41.47388,-81.70559
39.26956,-84.43068
38.22582,-85.82176
41.45656,-81.65731
39.1765,-84.48757
41.40476,-82.11784
41.53542,-83.61733
39.91632,-83.00162
41.60816,-81.48999
41.17962,-85.16617
41.20525,-85.17098
41.5047,-81.6704
39.97346,-83.08339
39.96738,-83.02442
39.89923,-82.90135
39.8889,-83.04232
39.67698,-84.23229
40.1219,-83.01602
38.3438,-85.79863
41.45656,-81.65731
38.30214,-85.85455
39.163252,-84.50874
39.937567,-83.042092
39.936838,-83.042661
39.94573,-82.60381
39.26717,-84.34628
41.37085,-83.61688
39.248833,-84.306671
40.414179,-80.082321
39.02264,-84.495124
41.12366,-80.7642
41.076757,-83.659926
38.97914,-83.65465
39.01992,-83.65886
40.09927,-83.15793
39.94182,-83.01107
39.11622,-84.49982
41.475299,-81.717128
39.7894,-84.18387
41.47961,-81.65204
38.27261,-85.70104
38.536943,-85.776595
39.7356,-84.20472
41.45406,-83.62244
39.060308,-84.419567
41.53151,-81.64946
40.7829,-81.38286
38.39985,-85.76409
39.02809,-84.61049
40.91649,-81.78869
40.90923,-81.79765
39.16107,-80.35416
40.07989,-82.92673
41.47269,-81.85832
40.07989,-82.92673
40.0816,-82.91763
38.26781,-85.78095
39.02945,-84.53952
39.04919,-84.57133
39.81436,-81.46898
39.83026,-81.45434
38.41324,-82.34542
38.20732,-85.75066
38.11926,-85.70164
40.2638,-82.92784
38.23806,-85.62819
40.43827,-80.00527
39.05753,-84.54183
40.051291,-85.991618
41.67374,-83.5737
40.59,-80.09765
41.04409,-81.39317
39.0399,-85.90469
39.90803,-84.03969
39.887614,-84.047498
39.8181,-81.45925
39.8181,-81.45925
39.81447,-81.46769
39.8181,-81.45925
41.460561,-80.366376
41.47307,-80.36586
39.75264,-84.18388
39.16362,-84.50805
39.818751,-84.167637
39.82329,-84.166569
39.14745,-84.53923
40.48013,-85.729429
39.02515,-84.61157
40.48013,-85.729429
40.480209,-85.719799
38.24564,-85.69842
39.25414,-84.44331
39.18583,-84.48269
41.421052,-81.684469
39.18173,-84.26549
40.00634,-83.03097
41.12631,-80.74732
41.09671,-81.50008
41.029142,-81.393938
39.9535,-82.99391
39.91109,-83.02022
39.11502,-84.50079
39.7356,-84.20472
41.47213,-81.69373
41.47393,-81.698157
39.63735,-81.83691
39.98547,-82.98512
40.12519,-79.95815
41.66332,-83.56386
39.35625,-84.37157
41.67102,-83.69383
38.38021,-82.60709
39.01946,-84.62035
40.42055,-80.04923
41.34131,-83.376561
41.341147,-83.347543
40.2638,-82.92784
40.43036,-80.0275
39.95087,-86.01238
39.06035,-84.53317
38.4925,-85.77132
39.98381,-80.01011
39.971658,-80.017133
39.846892,-85.500638
38.387935,-85.76096
38.38594,-81.76625
41.47957,-81.66823
39.97912,-82.98871
40.68109,-80.24617
40.68109,-80.24617
41.47442,-81.71182
40.68109,-80.24617
40.68109,-80.24617
40.1402,-82.97126
39.85942,-84.27778
39.10389,-84.50154
39.28516,-84.4418
39.27422,-84.44023
41.14038,-81.64849
39.04919,-84.57133
38.25875,-85.74555
38.22363,-85.50539
39.94564,-83.06231
38.827194,-120.030632
37.361596,-121.842044
37.885882,-122.308878
37.883458,-122.308366
38.518811,-121.101664
38.518811,-121.101664
36.99046,-119.71138
37.43042,-122.10352
37.75085,-122.20549
37.3181,-121.9781
37.44403,-122.2593
37.71814,-121.66535
37.827961,-122.292173
37.588195,-122.358077
37.377375,-121.944519
37.74705,-122.40378
38.45853,-122.67479
37.886492,-122.309294
37.57453,-122.26153
38.0041,-122.04114
37.895919,-122.308522
37.892295,-122.063969
37.84527,-122.29817
38.518582,-122.772606
37.553954,-121.946391
38.501275,-121.431546
37.556542,-121.950253
37.75617,-122.20994
38.59689,-121.44345
37.861926,-122.209211
38.60204,-121.4367
36.98821,-122.00338
35.55609,-119.19723
38.47323,-121.42184
38.151056,-122.448697
37.861926,-122.209211
37.68872,-122.10838
37.37072,-121.8487
38.77194,-121.24527
37.769009,-122.405144
38.249,-122.63168
37.62982,-122.43392
37.98993,-122.31135
37.4626,-122.14436
37.25045,-121.91031
37.14883,-121.64872
37.36932,-121.91003
37.83922,-122.29694
37.69197,-121.91902
38.23961,-122.09288
37.80791,-122.3674
37.64449,-122.0942
37.1257,-120.25062
38.61824,-121.41547
37.35351,-121.83806
37.93985,-122.32493
37.63035,-122.43503
37.616496,-122.156348
37.71082,-121.72433
37.82023,-122.25554
37.83922,-122.29694
37.29244,-121.93752
37.41653,-121.97537
37.33454,-121.93614
38.57491,-121.54573
37.7857,-122.39145
37.85486,-122.02924
37.87417,-122.3062
37.824396,-122.314241
38.533386,-120.761061
38.533628,-120.759758
37.32033,-121.99435
37.36761,-121.92287
37.34752,-121.92017
37.27801,-121.86393
37.315,-122.18729
37.38602,-121.97759
37.89078,-122.30843
37.75617,-122.20994
37.70172,-121.88859
37.75617,-122.20994
37.69236,-122.10119
39.157125,-121.588614
39.151988,-121.587605
38.56188,-121.51487
38.64321,-121.11851
37.56417,-122.03787
37.861918,-122.209311
37.70145,-121.91834
38.17591,-122.59306
37.419877,-122.176289
37.42158,-122.18092
38.013193,-122.235877
38.21758,-122.13596
37.82386,-122.31372
38.58107,-121.46365
37.861676,-122.209268
38.04722,-122.23508
38.5824,-121.50376
38.10965,-122.22917
38.54274,-121.73223
38.24027,-122.06623
37.70079,-121.77368
37.42917,-121.88578
38.56883,-121.46901
37.58874,-122.35926
37.82563,-121.99511
38.47323,-121.42184
37.559522,-122.279819
38.14165,-122.25345
38.60733,-121.27042
37.94228,-122.05969
37.52864,-122.00033
38.66098,-121.34982
38.6608,-121.34747
37.97828,-122.04384
37.942064,-122.475324
37.59617,-122.41954
38.62179,-121.11552
38.61761,-121.14002
37.70891,-121.72378
37.70349,-121.73658
35.31774,-119.03705
37.48553,-121.9336
37.89849,-122.30959
36.77191,-119.84427
36.771822,-119.839901
37.5552,-122.29772
37.36686,-121.99602
37.422581,-121.926855
37.346319,-121.85824
37.907766,-121.287459
37.91753,-122.06383
38.256129,-122.06417
37.561402,-122.269306
37.900737,-121.284926
37.562904,-122.27145
37.8987,-121.2842
37.561402,-122.269306
37.99523,-122.06768
36.43382,-120.39267
37.147935,-122.343558
37.147921,-122.343516
37.76273,-122.40531
37.33705,-121.995572
37.337049,-121.995801
37.76273,-122.40531
37.953465,-122.054371
37.748,-122.40425
37.57995,-122.04861
38.220768,-122.131757
36.781519,-121.779041
37.99515,-122.07104
38.53727,-121.47373
38.43086,-121.48853
37.47987,-121.93451
38.240359,-122.091113
37.70152,-121.90392
36.72108,-119.78513
38.56188,-121.51487
37.33428,-122.02788
37.14883,-121.64872
36.13728,-120.15865
37.80648,-122.23777
38.0221,-121.96218
36.68009,-119.74419
37.70227,-122.01791
37.72013,-121.65724
37.99523,-122.06768
37.70066,-121.79532
37.616496,-122.156348
37.91695,-122.06581
37.44622,-122.12037
37.83974,-122.29675
37.57956,-122.32358
38.255159,-122.065001
37.766242,-122.40526
38.41513,-122.71593
38.708064,-121.308639
37.167778,-122.361547
37.149294,-122.347247
38.29614,-122.03387
38.23961,-122.09288
35.32112,-119.03697
37.75593,-122.14901
37.31654,-122.30186
37.312289,-122.275852
37.31654,-122.30186
37.84162,-122.22461
38.231894,-122.111079
37.3181,-121.9781
37.73407,-122.41103
38.023443,-121.967647
38.47632,-121.42486
38.64168,-121.46172
38.6318,-121.50452
37.4587,-122.13807
37.75447,-121.14602
37.42126,-122.09261
37.82283,-122.26918
37.99282,-122.30558
38.497021,-122.965675
37.69154,-122.13903
36.511522,-121.116519
38.63912,-121.346937
36.5076,-121.110719
37.29169,-121.87197
39.328394,-120.189566
39.33056,-120.28613
38.49746,-122.966972
38.496555,-122.964289
38.539453,-122.468673
38.539453,-122.468673
38.673031,-121.235015
38.223336,-122.611111
38.671229,-121.234985
38.452662,-121.391702
37.997068,-120.266734
37.814345,-122.251179
38.0707,-122.18463
37.33435,-121.936383
37.94532,-122.05727
37.328064,-121.872619
38.6411,-121.47403
37.429802,-121.918606
37.305447,-121.819128
38.642553,-121.166043
37.55658,-122.284684
37.817288,-122.252349
36.912403,-121.785496
37.350927,-121.862413
37.79394,-122.26487
38.533744,-123.275304
37.3459,-121.84347
38.087531,-119.182316
38.57504,-121.55742
38.64125,-121.5254
38.21753,-122.13701
37.29785,-121.8741
37.99282,-122.30558
37.82394,-122.31823
37.29785,-121.8741
38.60537,-122.59508
37.34317,-121.85527
38.66032,-121.36098
38.70863,-121.54049
37.92303,-122.34762
38.62055,-121.51527
37.71814,-121.66535
38.230057,-122.115357
37.41468,-121.98038
37.42092,-121.91497
37.394697,-122.008043
37.70069,-121.77575
38.25747,-122.06334
37.36686,-121.99602
37.49536,-121.95186
37.35231,-121.96868
37.75085,-122.20549
37.81817,-122.29534
